ay 	Aymara 	ltr 	Aymar 	en:Aymara language 	
jge 			Judeo-Georgian 	Individual 	Living
jgk 			Gwak 	Individual 	Living
jgo 			Ngomba 	Individual 	Living
jhi 			Jehai 	Individual 	Living
jhs 			Jhankot Sign Language 	Individual 	Living
jia 			Jina 	Individual 	Living
jib 			Jibu 	Individual 	Living
jic 			Tol 	Individual 	Living
jid 			Bu, Bu (Kaduna State) 	Individual 	Living
jie 			Jilbe 	Individual 	Living
jig 			Djingili, Jingulu 	Individual 	Living
jih 			Shangzhai, sTodsde 	Individual 	Living
jii 			Jiiddu 	Individual 	Living
jil 			Jilim 	Individual 	Living
jim 			Jimi (Cameroon) 	Individual 	Living
jio 			Jiamao 	Individual 	Living
jiq 			Guanyinqiao, Lavrung 	Individual 	Living
jit 			Jita 	Individual 	Living
jiu 			Youle Jinuo 	Individual 	Living
jiv 			Shuar 	Individual 	Living
jiy 			Buyuan Jinuo 	Individual 	Living
jje 			Jejueo 	Individual 	Living
jjr 			Bankal 	Individual 	Living
jka 			Kaera 	Individual 	Living
jkm 			Mobwa Karen 	Individual 	Living
jko 			Kubo 	Individual 	Living
jkp 			Paku Karen 	Individual 	Living
jkr 			Koro (India) 	Individual 	Living
jks 			Amami Koniya Sign Language 	Individual 	Living
jku 			Labir 	Individual 	Living
jle 			Ngile 	Individual 	Living
jls 			Jamaican Sign Language 	Individual 	Living
jma 			Dima 	Individual 	Living
jmb 			Zumbun 	Individual 	Living
jmc 			Machame 	Individual 	Living
jmd 			Yamdena 	Individual 	Living
jmi 			Jimi (Nigeria) 	Individual 	Living
jml 			Jumli 	Individual 	Living
jmn 			Makuri Naga 	Individual 	Living
jmr 			Kamara 	Individual 	Living
jms 			Mashi (Nigeria) 	Individual 	Living
jmw 			Mouwase 	Individual 	Living
jmx 			Western Juxtlahuaca Mixtec 	Individual 	Living
jna 			Jangshung 	Individual 	Living
jnd 			Jandavra 	Individual 	Living
jng 			Yangman 	Individual 	Extinct
jni 			Janji 	Individual 	Living
jnj 			Yemsa 	Individual 	Living
jnl 			Rawat 	Individual 	Living
jns 			Jaunsari 	Individual 	Living
job 			Joba 	Individual 	Living
jod 			Wojenaka 	Individual 	Living
jog 			Jogi 	Individual 	Living
jor 			Jorá 	Individual 	Extinct
jos 			Jordanian Sign Language 	Individual 	Living
jow 			Jowulu 	Individual 	Living
jpa 			Jewish Palestinian Aramaic 	Individual 	Historical
jpn 	jpn 	ja 	Japanese 	Individual 	Living
jpr 	jpr 		Judeo-Persian 	Individual 	Living
	jpx 		Japanese (family) 	Collective 	Genetic
jqr 			Jaqaru 	Individual 	Living
jra 			Jarai 	Individual 	Living
jrb 	jrb 		Judeo-Arabic 	Macrolanguage 	Living
jrr 			Jiru 	Individual 	Living
jrt 			Jakattoe, Jorto 	Individual 	Living
jru 			Japrería 	Individual 	Living
jsl 			Japanese Sign Language 	Individual 	Living
jua 			Júma 	Individual 	Living
jub 			Wannu 	Individual 	Living
juc 			Jurchen 	Individual 	Extinct
jud 			Worodougou 	Individual 	Living
juh 			Hõne 	Individual 	Living
jui 			Ngadjuri 	Individual 	Extinct
juk 			Wapan 	Individual 	Living
jul 			Jirel 	Individual 	Living
jum 			Jumjum 	Individual 	Living
jun 			Juang 	Individual 	Living
juo 			Jiba 	Individual 	Living
jup 			Hupdë 	Individual 	Living
jur 			Jurúna 	Individual 	Living
jus 			Jumla Sign Language 	Individual 	Living
jut 			Jutish 	Individual 	Historical
juu 			Ju 	Individual 	Living
juw 			Wãpha 	Individual 	Living
juy 			Juray 	Individual 	Living
jvd 			Javindo 	Individual 	Living
jvn 			Caribbean Javanese 	Individual 	Living
jwi 			Jwira-Pepesa 	Individual 	Living
jya 			Jiarong 	Individual 	Living
jye 			Judeo-Yemeni Arabic 	Individual 	Living
jyy 			Jaya 	Individual 	Living 
kaa 	kaa 		Kara-Kalpak, Karakalpak 	Individual 	Living
kab 	kab 		Kabyle 	Individual 	Living
kac 	kac 		Jingpho, Kachin 	Individual 	Living
kad 			Adara 	Individual 	Living
kae 			Ketangalan 	Individual 	Extinct
kaf 			Katso 	Individual 	Living
kag 			Kajaman 	Individual 	Living
kah 			Kara (Central African Republic) 	Individual 	Living
kai 			Karekare 	Individual 	Living
kaj 			Jju 	Individual 	Living
kak 			Kalanguya, Kayapa Kallahan 	Individual 	Living
kal 	kal 	kl 	Greenlandic, Kalaallisut 	Individual 	Living
kam 	kam 		Kamba (Kenya) 	Individual 	Living
kan 	kan 	kn 	Kannada 	Individual 	Living
kao 			Xaasongaxango 	Individual 	Living
kap 			Bezhta 	Individual 	Living
kaq 			Capanahua 	Individual 	Living
	kar 		Karen languages 	Collective 	Genetic
kas 	kas 	ks 	Kashmiri 	Individual 	Living
kat 	639-2/T: kat
639-2/B: geo 	ka 	Georgian 	Individual 	Living
kau 	kau 	kr 	Kanuri 	Macrolanguage 	Living
kav 			Katukína 	Individual 	Living
kaw 	kaw 		Kawi 	Individual 	Ancient
kax 			Kao 	Individual 	Living
kay 			Kamayurá 	Individual 	Living
kaz 	kaz 	kk 	Kazakh 	Individual 	Living
kba 			Kalarko 	Individual 	Extinct
kbb 			Kaxuiâna 	Individual 	Extinct
kbc 			Kadiwéu 	Individual 	Living
kbd 	kbd 		Kabardian 	Individual 	Living
kbe 			Kanju 	Individual 	Living
kbg 			Khamba 	Individual 	Living
kbh 			Camsá 	Individual 	Living
kbi 			Kaptiau 	Individual 	Living
kbj 			Kari 	Individual 	Living
kbk 			Grass Koiari 	Individual 	Living
kbl 			Kanembu 	Individual 	Living
kbm 			Iwal 	Individual 	Living
kbn 			Kare (Central African Republic) 	Individual 	Living
kbo 			Keliko 	Individual 	Living
kbp 			Kabiyè 	Individual 	Living
kbq 			Kamano 	Individual 	Living
kbr 			Kafa 	Individual 	Living
kbs 			Kande 	Individual 	Living
kbt 			Abadi 	Individual 	Living
kbu 			Kabutra 	Individual 	Living
kbv 			Dera (Indonesia) 	Individual 	Living
kbw 			Kaiep 	Individual 	Living
kbx 			Ap Ma 	Individual 	Living
kby 			Manga Kanuri 	Individual 	Living
kbz 			Duhwa 	Individual 	Living
kca 			Khanty 	Individual 	Living
kcb 			Kawacha 	Individual 	Living
kcc 			Lubila 	Individual 	Living
kcd 			Ngkâlmpw Kanum 	Individual 	Living
kce 			Kaivi 	Individual 	Living
kcf 			Ukaan 	Individual 	Living
kcg 			Tyap 	Individual 	Living
kch 			Vono 	Individual 	Living
kci 			Kamantan 	Individual 	Living
kcj 			Kobiana 	Individual 	Living
kck 			Kalanga 	Individual 	Living
kcl 			Kala, Kela (Papua New Guinea) 	Individual 	Living
kcm 			Gula (Central African Republic) 	Individual 	Living
kcn 			Nubi 	Individual 	Living
kco 			Kinalakna 	Individual 	Living
kcp 			Kanga 	Individual 	Living
kcq 			Kamo 	Individual 	Living
kcr 			Katla 	Individual 	Living
kcs 			Koenoem 	Individual 	Living
kct 			Kaian 	Individual 	Living
kcu 			Kami (Tanzania) 	Individual 	Living
kcv 			Kete 	Individual 	Living
kcw 			Kabwari 	Individual 	Living
kcx 			Kachama-Ganjule 	Individual 	Living
kcy 			Korandje 	Individual 	Living
kcz 			Konongo 	Individual 	Living
kda 			Worimi 	Individual 	Extinct
kdc 			Kutu 	Individual 	Living
kdd 			Yankunytjatjara 	Individual 	Living
kde 			Makonde 	Individual 	Living
kdf 			Mamusi 	Individual 	Living
kdg 			Seba 	Individual 	Living
kdh 			Tem 	Individual 	Living
kdi 			Kumam 	Individual 	Living
kdj 			Karamojong 	Individual 	Living
kdk 			Kwényi, Numèè 	Individual 	Living
kdl 			Tsikimba 	Individual 	Living
kdm 			Kagoma 	Individual 	Living
kdn 			Kunda 	Individual 	Living
kdo 		Kordofanian languages 	Collective 	Genetic
kdp 			Kaningdon-Nindem 	Individual 	Living
kdq 			Koch 	Individual 	Living
kdr 			Karaim 	Individual 	Living
kdt 			Kuy 	Individual 	Living
kdu 			Kadaru 	Individual 	Living
kdw 			Koneraw 	Individual 	Living
kdx 			Kam 	Individual 	Living
kdy 			Keder, Keijar 	Individual 	Living
kdz 			Kwaja 	Individual 	Living
kea 			Kabuverdianu 	Individual 	Living
keb 			Kélé 	Individual 	Living
kec 			Keiga 	Individual 	Living
ked 			Kerewe 	Individual 	Living
kee 			Eastern Keres 	Individual 	Living
kef 			Kpessi 	Individual 	Living 
keg 			Tese 	Individual 	Living
keh 			Keak 	Individual 	Living
kei 			Kei 	Individual 	Living
kej 			Kadar 	Individual 	Living
kek 			Kekchí 	Individual 	Living
kel 			Kela (Democratic Republic of Congo) 	Individual 	Living
kem 			Kemak 	Individual 	Living
ken 			Kenyang 	Individual 	Living
keo 			Kakwa 	Individual 	Living
kep 			Kaikadi 	Individual 	Living
keq 			Kamar 	Individual 	Living
ker 			Kera 	Individual 	Living
kes 			Kugbo 	Individual 	Living
ket 			Ket 	Individual 	Living
keu 			Akebu 	Individual 	Living
kev 			Kanikkaran 	Individual 	Living
kew 			West Kewa 	Individual 	Living
kex 			Kukna 	Individual 	Living
key 			Kupia 	Individual 	Living
kez 			Kukele 	Individual 	Living
kfa 			Kodava 	Individual 	Living
kfb 			Northwestern Kolami 	Individual 	Living
kfc 			Konda-Dora 	Individual 	Living
kfd 			Korra Koraga 	Individual 	Living
kfe 			Kota (India) 	Individual 	Living
kff 			Koya 	Individual 	Living
kfg 			Kudiya 	Individual 	Living
kfh 			Kurichiya 	Individual 	Living
kfi 			Kannada Kurumba 	Individual 	Living
kfj 			Kemiehua 	Individual 	Living
kfk 			Kinnauri 	Individual 	Living
kfl 			Kung 	Individual 	Living
kfm 			Khunsari 	Individual 	Living
kfn 			Kuk 	Individual 	Living
kfo 			Koro (Côte d'Ivoire) 	Individual 	Living
kfp 			Korwa 	Individual 	Living
kfq 			Korku 	Individual 	Living
kfr 			Kachhi, Kutchi 	Individual 	Living
kfs 			Bilaspuri 	Individual 	Living
kft 			Kanjari 	Individual 	Living
kfu 			Katkari 	Individual 	Living
kfv 			Kurmukar 	Individual 	Living
kfw 			Kharam Naga 	Individual 	Living
kfx 			Kullu Pahari 	Individual 	Living
kfy 			Kumaoni 	Individual 	Living
kfz 			Koromfé 	Individual 	Living
kga 			Koyaga 	Individual 	Living
kgb 			Kawe 	Individual 	Living
kge 			Komering 	Individual 	Living
kgf 			Kube 	Individual 	Living
kgg 			Kusunda 	Individual 	Living
kgi 			Selangor Sign Language 	Individual 	Living
kgj 			Gamale Kham 	Individual 	Living
kgk 			Kaiwá 	Individual 	Living
kgl 			Kunggari 	Individual 	Extinct
kgm 			Karipúna 	Individual 	Extinct
kgn 			Karingani 	Individual 	Living
kgo 			Krongo 	Individual 	Living
kgp 			Kaingang 	Individual 	Living
kgq 			Kamoro 	Individual 	Living
kgr 			Abun 	Individual 	Living
kgs 			Kumbainggar 	Individual 	Living
kgt 			Somyev 	Individual 	Living
kgu 			Kobol 	Individual 	Living
kgv 			Karas 	Individual 	Living
kgw 			Karon Dori 	Individual 	Living
kgx 			Kamaru 	Individual 	Living
kgy 			Kyerung 	Individual 	Living
kha 	kha 		Khasi 	Individual 	Living
khb 			Lü 	Individual 	Living
khc 			Tukang Besi North 	Individual 	Living
khd 			Bädi Kanum 	Individual 	Living
khe 			Korowai 	Individual 	Living
khf 			Khuen 	Individual 	Living
khg 			Khams Tibetan 	Individual 	Living
khh 			Kehu 	Individual 	Living
	khi 		Khoisan languages 	Collective 	Genetic
khj 			Kuturmi 	Individual 	Living
khk 			Halh Mongolian 	Individual 	Living
khl 			Lusi 	Individual 	Living
khm 	khm 	km 	Central Khmer, Khmer 	Individual 	Living
khn 			Khandesi 	Individual 	Living
kho 	kho 		Khotanese, Sakan 	Individual 	Ancient
khp 			Kapauri, Kapori 	Individual 	Living
khq 			Koyra Chiini Songhay 	Individual 	Living
khr 			Kharia 	Individual 	Living
khs 			Kasua 	Individual 	Living
kht 			Khamti 	Individual 	Living
khu 			Nkhumbi 	Individual 	Living
khv 			Khvarshi 	Individual 	Living
khw 			Khowar 	Individual 	Living
khx 			Kanu 	Individual 	Living
khy 			Kele (Democratic Republic of Congo) 	Individual 	Living
khz 			Keapara 	Individual 	Living
kia 			Kim 	Individual 	Living
kib 			Koalib 	Individual 	Living
kic 			Kickapoo 	Individual 	Living
kid 			Koshin 	Individual 	Living
kie 			Kibet 	Individual 	Living
kif 			Eastern Parbate Kham 	Individual 	Living
kig 			Kimaama, Kimaghima 	Individual 	Living
kih 			Kilmeri 	Individual 	Living
kii 			Kitsai 	Individual 	Extinct
kij 			Kilivila 	Individual 	Living
kik 	kik 	ki 	Gikuyu, Kikuyu 	Individual 	Living
kil 			Kariya 	Individual 	Living
kim 			Karagas 	Individual 	Living
kin 	kin 	rw 	Kinyarwanda 	Individual 	Living
kio 			Kiowa 	Individual 	Living
kip 			Sheshi Kham 	Individual 	Living
kiq 			Kosadle, Kosare 	Individual 	Living
kir 	kir 	ky 	Kirghiz, Kyrgyz 	Individual 	Living
kis 			Kis 	Individual 	Living
kit 			Agob 	Individual 	Living
kiu 			Kirmanjki (individual language) 	Individual 	Living
kiv 			Kimbu 	Individual 	Living
kiw 			Northeast Kiwai 	Individual 	Living
kix 			Khiamniungan Naga 	Individual 	Living
kiy 			Kirikiri 	Individual 	Living
kiz 			Kisi 	Individual 	Living
kja 			Mlap 	Individual 	Living
kjb 			Kanjobal, Q'anjob'al 	Individual 	Living
kjc 			Coastal Konjo 	Individual 	Living
kjd 			Southern Kiwai 	Individual 	Living
kje 			Kisar 	Individual 	Living
kjg 			Khmu 	Individual 	Living
kjh 			Khakas 	Individual 	Living
kji 			Zabana 	Individual 	Living
kjj 			Khinalugh 	Individual 	Living
kjk 			Highland Konjo 	Individual 	Living
kjl 			Western Parbate Kham 	Individual 	Living
kjm 			Kháng 	Individual 	Living
kjn 			Kunjen 	Individual 	Living
kjo 			Harijan Kinnauri 	Individual 	Living
kjp 			Pwo Eastern Karen 	Individual 	Living
kjq 			Western Keres 	Individual 	Living
kjr 			Kurudu 	Individual 	Living
kjs 			East Kewa 	Individual 	Living
kjt 			Phrae Pwo Karen 	Individual 	Living
kju 			Kashaya 	Individual 	Living
kjv 			Kaikavian Literary Language 	Individual 	Historical
kjx 			Ramopa 	Individual 	Living
kjy 			Erave 	Individual 	Living
kjz 			Bumthangkha 	Individual 	Living
kka 			Kakanda 	Individual 	Living
kkb 			Kwerisa 	Individual 	Living
kkc 			Odoodee 	Individual 	Living
kkd 			Kinuku 	Individual 	Living
kke 			Kakabe 	Individual 	Living
kkf 			Kalaktang Monpa 	Individual 	Living
kkg 			Mabaka Valley Kalinga 	Individual 	Living
kkh 			Khün 	Individual 	Living
kki 			Kagulu 	Individual 	Living
kkj 			Kako 	Individual 	Living
kkk 			Kokota 	Individual 	Living
kkl 			Kosarek Yale 	Individual 	Living
kkm 			Kiong 	Individual 	Living
kkn 			Kon Keu 	Individual 	Living
kko 			Karko 	Individual 	Living
kkp 			Gugubera, Koko-Bera 	Individual 	Living
kkq 			Kaeku, Kaiku 	Individual 	Living
kkr 			Kir-Balar 	Individual 	Living
kks 			Giiwo 	Individual 	Living
kkt 			Koi 	Individual 	Living
kku 			Tumi 	Individual 	Living
kkv 			Kangean 	Individual 	Living
kkw 			Teke-Kukuya 	Individual 	Living
kkx 			Kohin 	Individual 	Living
kky 			Guguyimidjir, Guugu Yimidhirr 	Individual 	Living
kkz 			Kaska 	Individual 	Living
kla 			Klamath-Modoc 	Individual 	Extinct
klb 			Kiliwa 	Individual 	Living
klc 			Kolbila 	Individual 	Living
kld 			Gamilaraay 	Individual 	Living
kle 			Kulung (Nepal) 	Individual 	Living
klf 			Kendeje 	Individual 	Living
klg 			Tagakaulo 	Individual 	Living
klh 			Weliki 	Individual 	Living
kli 			Kalumpang 	Individual 	Living
klj 			Khalaj, Turkic Khalaj 	Individual 	Living
klk 			Kono (Nigeria) 	Individual 	Living
kll 			Kagan Kalagan 	Individual 	Living
klm 			Migum 	Individual 	Living
kln 			Kalenjin 	Macrolanguage 	Living
klo 			Kapya 	Individual 	Living
klp 			Kamasa 	Individual 	Living
klq 			Rumu 	Individual 	Living
klr 			Khaling 	Individual 	Living
kls 			Kalasha 	Individual 	Living
klt 			Nukna 	Individual 	Living
klu 			Klao 	Individual 	Living
klv 			Maskelynes 	Individual 	Living
klw 			Lindu, Tado 	Individual 	Living
klx 			Koluwawa 	Individual 	Living
kly 			Kalao 	Individual 	Living
klz 			Kabola 	Individual 	Living
kma 			Konni 	Individual 	Living
kmb 	kmb 		Kimbundu 	Individual 	Living
kmc 			Southern Dong 	Individual 	Living
kmd 			Majukayang Kalinga 	Individual 	Living
kme 			Bakole 	Individual 	Living
kmf 			Kare (Papua New Guinea) 	Individual 	Living
kmg 			Kâte 	Individual 	Living
kmh 			Kalam 	Individual 	Living
kmi 			Kami (Nigeria) 	Individual 	Living
kmj 			Kumarbhag Paharia 	Individual 	Living
kmk 			Limos Kalinga 	Individual 	Living
kml 			Tanudan Kalinga 	Individual 	Living
kmm 			Kom (India) 	Individual 	Living
kmn 			Awtuw 	Individual 	Living
kmo 			Kwoma 	Individual 	Living
kmp 			Gimme 	Individual 	Living
kmq 			Kwama 	Individual 	Living
kmr 			Northern Kurdish 	Individual 	Living
kms 			Kamasau 	Individual 	Living
kmt 			Kemtuik 	Individual 	Living
kmu 			Kanite 	Individual 	Living
kmv 			Karipúna Creole French 	Individual 	Living
kmw 			Komo (Democratic Republic of Congo) 	Individual 	Living
kmx 			Waboda 	Individual 	Living
kmy 			Koma 	Individual 	Living
kmz 			Khorasani Turkish 	Individual 	Living
kna 			Dera (Nigeria) 	Individual 	Living
knb 			Lubuagan Kalinga 	Individual 	Living
knc 			Central Kanuri 	Individual 	Living
knd 			Konda 	Individual 	Living
kne 			Kankanaey 	Individual 	Living
knf 			Mankanya 	Individual 	Living
kng 			Koongo 	Individual 	Living
kni 			Kanufi 	Individual 	Living
knj 			Western Kanjobal 	Individual 	Living
knk 			Kuranko 	Individual 	Living
knl 			Keninjal 	Individual 	Living
knm 			Kanamarí 	Individual 	Living
knn 			Konkani (individual language) 	Individual 	Living
kno 			Kono (Sierra Leone) 	Individual 	Living
knp 			Kwanja 	Individual 	Living
knq 			Kintaq 	Individual 	Living
knr 			Kaningra 	Individual 	Living
kns 			Kensiu 	Individual 	Living
knt 			Panoan Katukína 	Individual 	Living
knu 			Kono (Guinea) 	Individual 	Living
knv 			Tabo 	Individual 	Living
knw 			Kung-Ekoka 	Individual 	Living
knx 			Kendayan, Salako 	Individual 	Living
kny 			Kanyok 	Individual 	Living
knz 			Kalamsé 	Individual 	Living
koa 			Konomala 	Individual 	Living
koc 			Kpati 	Individual 	Extinct
kod 			Kodi 	Individual 	Living
koe 			Kacipo-Bale Suri, Kacipo-Balesi 	Individual 	Living
kof 			Kubi 	Individual 	Extinct
kog 			Cogui, Kogi 	Individual 	Living
koh 			Koyo 	Individual 	Living
koi 			Komi-Permyak 	Individual 	Living
kok 	kok 		Konkani (macrolanguage) 	Macrolanguage 	Living
kol 			Kol (Papua New Guinea) 	Individual 	Living
kom 	kom 	kv 	Komi 	Macrolanguage 	Living
kon 	kon 	kg 	Kongo 	Macrolanguage 	Living
koo 			Konzo 	Individual 	Living
kop 			Waube 	Individual 	Living
koq 			Kota (Gabon) 	Individual 	Living
kor 	kor 	ko 	Korean 	Individual 	Living
kos 	kos 		Kosraean 	Individual 	Living
kot 			Lagwan 	Individual 	Living
kou 			Koke 	Individual 	Living
kov 			Kudu-Camo 	Individual 	Living
kow 			Kugama 	Individual 	Living
koy 			Koyukon 	Individual 	Living
koz 			Korak 	Individual 	Living
kpa 			Kutto 	Individual 	Living
kpb 			Mullu Kurumba 	Individual 	Living
kpc 			Curripaco 	Individual 	Living
kpd 			Koba 	Individual 	Living
kpe 	kpe 		Kpelle 	Macrolanguage 	Living
kpf 			Komba 	Individual 	Living
kpg 			Kapingamarangi 	Individual 	Living
kph 			Kplang 	Individual 	Living
kpi 			Kofei 	Individual 	Living
kpj 			Karajá 	Individual 	Living
kpk 			Kpan 	Individual 	Living
kpl 			Kpala 	Individual 	Living
kpm 			Koho 	Individual 	Living
kpn 			Kepkiriwát 	Individual 	Extinct
kpo 			Ikposo 	Individual 	Living
kpq 			Korupun-Sela 	Individual 	Living
kpr 			Korafe-Yegha 	Individual 	Living
kps 			Tehit 	Individual 	Living
kpt 			Karata 	Individual 	Living
kpu 			Kafoa 	Individual 	Living
kpv 			Komi-Zyrian 	Individual 	Living
kpw 			Kobon 	Individual 	Living
kpx 			Mountain Koiali 	Individual 	Living
kpy 			Koryak 	Individual 	Living
kpz 			Kupsabiny 	Individual 	Living
kqa 			Mum 	Individual 	Living
kqb 			Kovai 	Individual 	Living
kqc 			Doromu-Koki 	Individual 	Living
kqd 			Koy Sanjaq Surat 	Individual 	Living
kqe 			Kalagan 	Individual 	Living
kqf 			Kakabai 	Individual 	Living
kqg 			Khe 	Individual 	Living
kqh 			Kisankasa 	Individual 	Living
kqi 			Koitabu 	Individual 	Living
kqj 			Koromira 	Individual 	Living
kqk 			Kotafon Gbe 	Individual 	Living
kql 			Kyenele 	Individual 	Living
kqm 			Khisa 	Individual 	Living
kqn 			Kaonde 	Individual 	Living
kqo 			Eastern Krahn 	Individual 	Living
kqp 			Kimré 	Individual 	Living
kqq 			Krenak 	Individual 	Living
kqr 			Kimaragang 	Individual 	Living
kqs 			Northern Kissi 	Individual 	Living
kqt 			Klias River Kadazan 	Individual 	Living
kqu 			Seroa 	Individual 	Extinct
kqv 			Okolod 	Individual 	Living
kqw 			Kandas 	Individual 	Living
kqx 			Mser 	Individual 	Living
kqy 			Koorete 	Individual 	Living
kqz 			Korana 	Individual 	Extinct
kra 			Kumhali 	Individual 	Living
krb 			Karkin 	Individual 	Extinct
krc 	krc 		Karachay-Balkar 	Individual 	Living
krd 			Kairui-Midiki 	Individual 	Living
kre 			Panará 	Individual 	Living
krf 			Koro (Vanuatu) 	Individual 	Living
krh 			Kurama 	Individual 	Living
kri 			Krio 	Individual 	Living
krj 			Kinaray-A 	Individual 	Living
krk 			Kerek 	Individual 	Extinct
krl 	krl 		Karelian 	Individual 	Living
krn 			Sapo 	Individual 	Living
	kro 		Kru languages 	Collective 	Genetic
krp 			Korop 	Individual 	Living
